Reviews,polarity,subjectivity,label
need phone integration option,0.0,0.0,neutral
complicatedhave spend much time get right,0.24285714285714285,0.3678571428571429,positive
getting better slowly but surely,0.2333333333333333,0.5962962962962962,positive
love andlike you,0.5,0.6,positive
the screen sharing function ismust have also canchange audio modes speaker handset for example another huge caveat that oncomputer meet only available chrome which just simplyno,0.26666666666666666,0.7666666666666666,positive
would nice the deaf host could control whoscreen should,0.6,1.0,positive
active enlarge the screen for the person who signs,-0.13333333333333333,0.6,negative
pretty good but need yet another google messaging platform supposed like but missing integrations,0.25,0.55,positive
the standout features this are itui simplicity and great call connection however the decision breakout the chat function toseparate stand alone app wasstupid user hostile one,0.8,0.75,positive
user interface nice uses too much internet data for meetings cisco,0.4,0.6,positive
webex using very less internet data this app must use less data then,-0.19166666666666665,0.07666666666666666,negative
webex,0.0,0.0,neutral
simple and clear but missing chatneedway sharelink ordocument during the meeting,-0.03333333333333333,0.2634920634920635,negative
createg suite app for android and create calls all the google apps like docs etc that wheng suite user has thesuite app their device can utilize the other google apps that areavailable nonsuits users indifferent waypredict you will have app forsuite soon youhave pump the breaks this stuff not for feedback but for everything else,-0.125,0.375,negative
estar genial poder encender flash frontal,0.0,0.0,neutral
issues cansave bandwidth turning off video other participants unlike web version canmute using bluetooth action button,-0.012499999999999997,0.2375,negative
donknow how use this app,0.0,0.0,neutral
trying use,0.0,0.0,neutral
ability mute own mic,0.6,1.0,positive
good app for con call,0.7,0.6000000000000001,positive
way change the speaker which meanscanuse this app public big oversight,0.0,0.08333333333333334,neutral
doesnbring anything new the table,0.13636363636363635,0.45454545454545453,positive
echo and poor sound,0.0,0.5,neutral
breakslot but overall not bad,0.17499999999999996,0.3333333333333333,positive
was great untilrecent update that broke outgoing video from,0.8,0.75,positive
android devices folks using ios the web version meet are longer,0.0,0.0,neutral
able see android participants video other android participants are,0.1875,0.5,positive
blessed see each other fix this and add audio output switching and,-0.125,0.375,negative
inability choose audio device really frustrating,-0.4,0.9,negative
cancall anyone connection audio,0.0,0.0,neutral
after disconnectingphone call stillget the message you are inphone call you cannot join meeting when you are inphone call,0.0,0.0,neutral
poor quality service iran,-0.4,0.6,negative
havent trid yet,0.0,0.0,neutral
itgood but there are some flaws you cant out the sound the handset instead speaker you canjoin with just sound you cant mute incoming sound you can only see image,0.30000000000000004,0.55,positive
please includefeature adjust video send receive quality options just like the desktop version the app uses too much internet data andneedway adjust resolution from phone,0.2,0.2,positive
wishcould select audio source need able use handset bluetootham unable use the app for that reason alone the rest the functionality good problems,0.2333333333333333,0.5750000000000001,positive
donget why google pushing that app replace hangouts when,0.0,0.0,neutral
obviously not ready doesns constantly crashing and have much,0.03333333333333333,0.3444444444444444,positive
flow issues,0.0,0.0,neutral
mic donwork ifattach wired earbuds,0.0,0.0,neutral
unable switch between bluetooth speaker phone and handset ear speaker,-0.5,0.5,negative
modes this was easy hangouts but lack this control very,0.31666666666666665,0.5666666666666667,positive
frustrating ifam onmeeting with bluetooth car and incoming,-0.4,0.9,negative
call comes drops hanset ear speaker with way toggle back,0.0,0.0,neutral
seems likebasic faeture why hasnit been fixed yet,0.1,0.2,positive
groups from hangout doesnmigrate here,0.0,0.0,neutral
new,0.13636363636363635,0.45454545454545453,positive
dark mode night theme,-0.15,0.4,negative
the app does not allow voice over bluetooth headsets atleast doesnt appear the listing sound outputs also please allow the participant box smaller thanlarge tile which coverpart the presentation full screen,0.25,0.4833333333333334,positive
allow multiwindow mode android resizeableactivity true,0.35,0.65,positive
aug still eats full battery overheats phone less than min chat otherwise works well but the battery and overheating makes back laptop,0.06111111111111111,0.20555555555555557,positive
the app itself great but the hardware support for this awfulve tried multiple usb webcams including the most popular logitech ones and all them have the mic stop working afterfew minutes the issue isolated this app the webcam mics work fine all other chat apps including skype,0.36527777777777776,0.5041666666666667,positive
people lie,0.0,0.0,neutral
vebt headphones withmic the audio quality terrible when using telephone profile ifdisable phone profile settings keep only stereo audio meet starts playing audio out speaker there option use smartphone microphone and audio btw zoom allows such configuration even without settings switch,-0.3333333333333333,0.8333333333333334,negative
when will the public get this after hangouts shut down,-0.07777777777777779,0.17777777777777778,negative
was anew and fun exsperince,0.3,0.2,positive
have been using this appwhile now whenjoin the meetingwas kicked out the meetingwas not able hear the meeting alsohave reinstalled the app yet does not solve the problem,-0.25,0.625,negative
trying,0.0,0.0,neutral
still waiting for this streamlined with hangouts chat,0.0,0.0,neutral
unable create meeting,-0.5,0.5,negative
cool not too bad,-0.17499999999999993,0.6583333333333333,negative
better would makebig difference works very well though,0.35,0.4,positive
hidont understand why does this app installed phone have access create new meetings nor does whenopen laptop,0.13636363636363635,0.45454545454545453,positive
fucnctional,0.0,0.0,neutral
surprised thatgoogle product hasfeature rolled out first ios before android screen presenting hangouts meet,0.175,0.6166666666666667,positive
zzz,0.0,0.0,neutral
good enough but could better,0.39999999999999997,0.5333333333333333,positive
generally good voice and video are stable butcanshare screen inactive call using android tablet need usedesktop ios this ismajor missing feature,0.24999999999999997,0.32500000000000007,positive
should allow share our screen well present form out phone the meetings,0.0,0.0,neutral
well you donknow someone there will alot ladyasking for money scammers,0.0,0.0,neutral
bad landscape mode,-0.6999999999999998,0.6666666666666666,negative
android devices canshare screen far ascan see,0.1,1.0,positive
great thank you,0.8,0.75,positive
video was good however audio not good the problem that there are options choose audio routing the appm using android one phone nokia andguess the assumption that android would correctly choose the routing whenplugged headphones however this did not happen device soended with audio coming from headphones and speaker volume controls worked andve idea whether the headphone device mic was used maybe itmy particular device,0.1722222222222222,0.5111111111111112,positive
nice app thank you,0.6,1.0,positive
not tried yet,0.0,0.0,neutral
ogni volta finita una chiamata chiede recensione poi nel link condivisione viene tutto attaccato,0.0,0.0,neutral
keeps asking rate this app and then the app stops,0.0,0.0,neutral
atleast put option restriction for kickingfellow meeting andpopup should there for the person who has kicked someone,0.0,0.0,neutral
please correct error when you share link chat from app whatsapp formatting the text therenot enough spacing between the meet url and the word phone,0.0,0.5,neutral
canshare screen duringcall,0.0,0.0,neutral
this app goodrated stars because you are teachingclass you dont have control over the people who will join everyone can mute and kick anyone the meeting,0.0,0.0,neutral
there isproem with its workthe audio breaks and echos and video stops app misbehaves creators plz check,0.0,0.0,neutral
hey google how cool would meet were unlocked for individuals during this time decreased person interaction writing group meets every saturday tomorrow will our first remote meetinghad planned use hangouts butjust learned you can only see person attime everyone once but thatmeet you can see everyonem individual though notbusiness sodonhave that access finddifferent solution for tomorrow but cheers,0.01666666666666666,0.5472222222222222,positive
canpresent from android oneplus,0.0,0.0,neutral
for itdifficult,0.0,0.0,neutral
how start createmeetingam not able find that option the app,-0.25,0.625,negative
there option for recording video please add recording options mobile app,0.0,0.0,neutral
was okwas getting bugs whenturn battery saver automatically off self,0.0,0.0,neutral
should remember last preferences regarding mic and camera,0.0,0.06666666666666667,neutral
please add dial option for india,0.0,0.0,neutral
anyone how use google meet,0.0,0.0,neutral
good enough for classes,0.35,0.55,positive
canseeway tile videos,0.0,0.0,neutral
bad audio and video,-0.6999999999999998,0.6666666666666666,negative
good audio and video however video from participants drop and thereno way get back,0.35,0.30000000000000004,positive
very good app but the only thing that holding back for the fact thatcanspeak because the app doesnsend voice through,0.3033333333333333,0.5933333333333334,positive
overall the platform decent and does the job well you are using the right equipmente decent headphones with mic andcomputer withdecent camera wherethink there could improvements with hand raising highlight you wish speak large meetings andgallery tiled viewed that you can see everyone oncall meetings with over people arenhandled well terms end user experience this one place where zoom isbetter platform would love see google introduce this viewing option,0.2222222222222222,0.48293650793650794,positive
love google hangouts but reallylet down that you canshare the screen the app,0.17222222222222222,0.4444444444444444,positive
very hard mute any the other options while mobile and app kept closing whilewas the middle ofmeeting,-0.16805555555555554,0.3597222222222222,negative
download,0.0,0.0,neutral
owesome,0.0,0.0,neutral
can hear the other person but she canhear,-0.125,0.375,negative
canuse this app sound with bluetooth speakers,0.4,0.4,positive
loading,0.0,0.0,neutral
good butdont active mike,0.2833333333333333,0.6000000000000001,positive
nice app but lacks option allow and disallow others from usingmicrophone projecting and this becomesheadache duringclass,0.6,1.0,positive
call dropped many times,0.5,0.5,positive
india call number not yet listed your list,0.0,0.0,neutral
gud but voice note not clear and its should jave option lool everyone face all together,-0.05000000000000001,0.3833333333333333,negative
need able see all participants once like with zoom,0.5,0.625,positive
please addrecording option only the screen records not the voice,0.0,1.0,neutral
sometime sound not audible not show presentation properly and vedio became blurry,0.2,0.25,positive
good app online meetings especially coronatime but the audio quality isnreally good,0.4666666666666666,0.7333333333333334,positive
like this app,0.0,0.0,neutral
app molto utile perovolte non entrare nelle videolezioni soprattutto adesso che serve visto che coronavirus,0.0,0.0,neutral
this app good but canstart meeting using personal emailcan only start meeting using the email given school andcanuse for personal meetings please check and tell that what the issue with not allowing personal emails start the call,0.13999999999999999,0.5,positive
mean never awful but not great sometimes clear and sometimes not its more could have lots improvement the one featurelove this the caption and pretty clear overall does the job,0.09218749999999999,0.5880208333333332,positive
sometimes you hearing will just cut out and doesnt come back,0.0,0.0,neutral
how doinstall this app laptop,0.0,0.0,neutral
dear developers please fix this bug its not allowed join meeting even when the codetype correct,0.0,0.0,neutral
bekar,0.0,0.0,neutral
canset video layout like grid view,0.0,0.0,neutral
video quality not good,-0.35,0.6000000000000001,negative
think itsgood app but when ask for myvphone number country there,0.0,0.0,neutral
nice and good app use,0.6499999999999999,0.8,positive
should definitely work better android and filters would nice,0.3666666666666667,0.6666666666666666,positive
plz make this app work onsplit screen thencan online classes and read other stuff while still looking see howlook others,-0.125,0.375,negative
after sometime whenopened the app was not working and was again and stopping from working but all over the app very good,0.9099999999999999,0.7800000000000001,positive
this app helpful app butcannot record classes because there recording option please enter the recording option this app,0.0,0.0,neutral
the apps still does not support the meet nickname url formatco meet why not the blog announcement was march for associated features meet for schools canwait and students are frustrated because these meet links with this url classroom will not open the meet app,-0.35,0.35,negative
liked butwanted see everyone the screen not mention wasbit laggy,0.6,0.8,positive
terrible the session cut off shortly after starting,-0.3333333333333333,0.46666666666666673,negative
the problem donknow how use butneed human human communication this devicedontrust whatgoing with huawei talking mode and location set wheredid not accept any compliment upgrade software but seem like choice left right need accept and agreed all press volume down power escape,0.026031746031746024,0.20492063492063495,positive
often lags you int app and doesnlet you join into the call sometimes,0.0,0.0,neutral
suite needed,0.0,0.0,neutral
not this much good but fine,0.5583333333333333,0.55,positive
thereno option for horizontal flip and one cannot turn off the chat box vertical orientation one presenting will not that clear audio and video clarity good,0.39999999999999997,0.4916666666666667,positive
app crashed whenever opendont know why happen,0.0,0.0,neutral
worked for the most part butusually get kicked off least once twice hour and have plenty high speed data itlikely within the app times the audio crackling and others just cuts and out,0.12,0.48,positive
confuzed app proper working gtalk much better than this app,0.25,0.3,positive
give the option choose quality type,0.0,0.0,neutral
yeah,0.0,0.0,neutral
not that good app but better than zoom,0.6,0.55,positive
two persons canshare screens attime,0.0,0.0,neutral
this app causes several problems such net problems audio not good video presentation not good but you can say but also there one question why takeslong time join the link teachers are also taking online classes butcanhear the name the chapter,-0.13999999999999999,0.34,negative
the meet good but the join late connecting,0.19999999999999998,0.6000000000000001,positive
this good app have however not have facility mute unmute using earphonemike becomes necessary holdphone hand even you are using earphone also not have controls locked screen mute unmute self becomes necessary unlock the phone,0.2333333333333333,0.8666666666666667,positive
trying get down loaded,-0.15555555555555559,0.2888888888888889,negative
aplikasi yang basic menurut saya,0.0,0.125,neutral
not getting the option new meeting what with that help please,0.13636363636363635,0.45454545454545453,positive
class,0.0,0.0,neutral
voice cutting and echo issue are there also videos are coming blur all the voices are being repeated twice all the voices are messing please fix this issues,-0.6,0.9,negative
after the new update itpetty,0.13636363636363635,0.45454545454545453,positive
the app good,0.7,0.6000000000000001,positive
would givefive star rating only also starts itfeature hostmeeting for normal accounts well and not justsuite please google all love you please bebit genuine,0.2625,0.6875,positive
isgood app for video call for people but this app not good for more than people the voice breaks and some people canlisten andcanlisten some peoplehad higher expectations from this app,0.13333333333333333,0.5333333333333333,positive
sorrycouldnnot hear teacher class mates,0.0,0.0,neutral
boring and good too,-0.15000000000000002,0.8,negative
online class made use this app,0.0,0.0,neutral
mic didnt work other than that was good,0.2875,0.48750000000000004,positive
ita decent app the app wasbit laggy and some peopleaudio was loud itnot that bad app butprefer zoom,-0.1444444444444444,0.7111111111111111,negative
good app butcouldnenter meeting code for some reason,0.7,0.6000000000000001,positive
cant even add account this app kept having the same issue and cant join the meeting wasted alot time creating accounts umpteen times and afterfew hrsgave pls fix the bug make more user friendly,0.16875,0.28125,positive
you remove someone from the meeting name the person who removed someone not shown the screen only shows who was removed but doesnshow who removed the participant also another issue ifget disconnected from the call midway andrejoin chat history gets deleted chat box should show all the messages till the meeting going,0.0,1.0,neutral
miss school,0.0,0.0,neutral
okk but needs improvement,0.0,0.0,neutral
meeting options should there google classroom with proper features that helps both teachers and students interact,0.0,0.1,neutral
allow participate join them own have ask admin allow wait for the permission once link shared means that you are invited,0.6,1.0,positive
seems nice butwould like some help signing inrestarted phone times but still says unable join meeting,0.04999999999999999,0.75,positive
okk app better than zoom app,0.5,0.5,positive
when people are joining leaving recording you canhit send because the pop message can annoying ita large group also you canchange the view how people are showing only the one who speaking shows doesnshow every personvideo they have could cool you could use chromecast like zoom cisco webex afterall this isgoogle app why not,-0.05892857142857144,0.744642857142857,negative
didnfeel user friendly the voice cracking when the class going and also sometimescanable contact with teacher,0.375,0.5,positive
good but sab time video and voice are not clear,0.32499999999999996,0.4916666666666667,positive
its very good but sometimes idk what happens the meeting gets ended and the voice starts cracking,0.9099999999999999,0.7800000000000001,positive
nao consiguindo abaixar,0.0,0.0,neutral
canschedule classes,0.0,0.0,neutral
also suggest add some feature which help admin mute others and and add more than screen big screen who speak attime,0.25,0.3,positive
there button leave meeting,0.0,0.0,neutral
little problem but good,0.25625,0.55,positive
good app but need have split screen feature enabled for bigger screens,0.35,0.55,positive
please give option write our name need wright know showing gmail,0.0,0.0,neutral
the middle class ask for rating omg,0.0,0.0,neutral
ita good app but how canchange name when the video conference going,0.7,0.6000000000000001,positive
good meeting google,0.7,0.6000000000000001,positive
best app for students attendingonline clisses buthaveissue whenm screen recorder that time when our class live this timem not able record class voice through this appplzz resolve fastly,0.27159090909090905,0.50625,positive
disconnected times,0.0,0.0,neutral
bestt,0.0,0.0,neutral
audio and vedio good but there should the facility personal chat,0.35,0.45000000000000007,positive
when someone joins the meet the message typing area get blocked the notifications and cansent messages quickly also the message canedit canreply any messages,0.3333333333333333,0.5,positive
donlike online classes,0.0,0.0,neutral
super app,0.3333333333333333,0.6666666666666666,positive
this aap asks for feedback every minutes,0.0,0.0,neutral
but needs more improvement some takes more time get connected,0.5,0.5,positive
sometimes nobody hears what say,0.0,0.0,neutral
mic not working and saying the problem because the size call please give mesolution,0.0,0.0,neutral
very funny,0.325,1.0,positive
poor connection,-0.4,0.6,negative
good app but not user friendly,0.5375,0.55,positive
good morning,0.7,0.6000000000000001,positive
while using google meet doesnsupport split screeen and pop view option itone the major issues behind can upgrade with these feature soon,-0.16875,0.6,negative
thats good,0.7,0.6000000000000001,positive
very easy use but has bug when trying join meeting,0.5633333333333334,1.0,positive
very good app very easy use and very useful,0.6211111111111111,0.5933333333333334,positive
donknow weather network prblm app issue but audio and the video were breaking video was burl sometimes,0.0,0.0,neutral
very clear voice and video quality also very good present screen isvery good feature bur consumes too much data,0.388,0.41566666666666674,positive
although isgreat app for taking online classes but although ifhave good network its pictures are getting mosaic and the sound quality low and the audio gets stop frequently,0.30000000000000004,0.4,positive
screen recording option there then would better,0.5,0.5,positive
its good app but the sometimes camera doesnwork pls reply,0.7,0.6000000000000001,positive
dondisturb middle the call asking ratings,0.0,0.0,neutral
would given stars but for the continious problems the connection the videocould sparely see the others video but forwhite screen that appearsfew moments after joining the meetinghave repeatedly remove myself from the meeting and again join the meeting sometimes reapeted joinings also the video remainswhit screen please fix this issue soon possible,0.0,1.0,neutral
app bem simplesn usabanda larga usu rio uma forma inteligente,0.0,0.0,neutral
need fix timer and reduce data usage,0.0,0.0,neutral
the app great justbit problems but out would give,0.8,0.75,positive
better but not the best,0.75,0.4,positive
wonwork occasionally,0.0,0.125,neutral
low quality,0.0,0.3,neutral
you have pay money for record video conference,0.0,0.0,neutral
white board,0.0,0.0,neutral
wasgood app butithave some problems,0.0,0.0,neutral
what for recording,0.0,0.0,neutral
there weak picture quality and alot problem like shows ratings and suddenlywill out the meetingam not support download,-0.375,0.625,negative
facing audio problem others could not understand whatsaying they couldnhear voice for online classes need google meet app actually have take online classes children not able hear voice,-0.125,0.3625,negative
give more features,0.5,0.5,positive
not able record meeting,-0.25,0.625,negative
the app good for the online classes for student,0.7,0.6000000000000001,positive
not more than can join the class,-0.25,0.5,negative
ordinary,-0.25,0.5,negative
this app very useful for school but tell that that the google meet isnreporting every single time itreallyhate,0.1592857142857143,0.10714285714285714,positive
very good and bad,0.10500000000000004,0.7233333333333334,positive
google please help mic doesnwork only your app matter how many timeshave reinstalled the app and changed earphone mic just wonwork regarding phonemic its all right works when incall please see and help after google response tried what you said times but mic still doesnwork,0.2619047619047619,0.6785714285714285,positive
nor good nor bad,5.551115123125783e-17,0.6333333333333333,positive
consume more battery,0.5,0.5,positive
this app very good,0.9099999999999999,0.7800000000000001,positive
better ifhad,0.5,0.5,positive
pls fixtime for meetings and allow send private messages,0.0,0.375,neutral
would better you add reply option chat,0.5,0.5,positive
suddenly showing connection failed,-0.25,0.4,negative
this app very useful but during meeting why rate option appears due which meeting gets disconnected which irritating,-0.045000000000000005,0.39166666666666666,negative
not able download whats the problem,-0.25,0.625,negative
itpretty good butdonlike whenhave poor internet connection makes leave the app and whencome back all the texts the chat are gone itreally difficult becauseuse for school and everytime happenslose information that the lecturers share,-0.05000000000000002,0.55,negative
disturbs whenm video call rate,0.0,0.0,neutral
this but good than the other apps like zoom and,0.2875,0.48750000000000004,positive
improve functionality and aesthetics,0.0,0.0,neutral
plz add some more features share screen like zoom where can draw files pics can schedule the meetings directly from the app not from calendar when share the meeting show the all information about the meeting not only meeting link this irritating host have right mute unmute all participants,0.09714285714285713,0.6471428571428571,positive
good when works initializing the invite confusing when interfacing between android and ios,0.19999999999999998,0.5,positive
its good butdonknow how attach photo files with smart phone,0.45714285714285713,0.6214285714285714,positive
please enable the split screen mode,0.0,0.0,neutral
bad and good,5.551115123125783e-17,0.6333333333333333,positive
echo sound there and message for give rating appears againagain results disconnecting the meeting otherwise the app good,0.55,0.5,positive
when the net slow are automatically kicked out the meeting please try remove the problem,-0.15000000000000002,0.19999999999999998,negative
isgood app,0.0,0.0,neutral
add some facilities screen very small make the presentation larger,-0.1625,0.51,negative
was wonderful app,1.0,1.0,positive
ifpresent the screen some time front person will not hear voice and again return the app its start working and also there voice echoing,0.0,0.0,neutral
itgood but every time someone goes out the meeting the chat blocked that messege for like seconds which gets really annoying sometimes,-0.8,0.9,negative
improve,0.0,0.0,neutral
boring app,-1.0,1.0,negative
better,0.5,0.5,positive
lucky mamcan download this app without deleting anything,0.3333333333333333,0.8333333333333334,positive
good app but kept stopping everytime,0.7,0.6000000000000001,positive
the interface clunky and the app haslot bugs for example sometimes kicks you out the meeting for reason,0.0,0.0,neutral
its good but its not clear sound you are installing itsay pretty good,0.39999999999999997,0.5966666666666667,positive
audio problem,0.0,0.0,neutral
difficult operate,-0.5,1.0,negative
have white screen while video pinning and not seen presentation admin pleas fix next update,0.0,0.0,neutral
very beautiful app,1.0,1.0,positive
video quality not good but the provision muting the audio and switching off onevideo nice,0.125,0.8,positive
this isgood app,0.0,0.0,neutral
you should add india for the use phone for audio the classwant say something thatcould not write the chat,0.0,0.0,neutral
ita very useful app for online conference but please include grid view android phones,0.39,0.0,positive
language change option main page not available,-0.016666666666666677,0.3666666666666667,negative
very good works low bandwidth some features missing can improve much better which expected from google,0.22199999999999998,0.406,positive
some times doesnwork properlym very tired whenjoinmeeting automatically left from itfeel very angry,-0.38999999999999996,0.6366666666666666,negative
nice but connection weak and whoever talking their voice cuts,0.11249999999999999,0.8125,positive
there option deletion messages and many times causes problem please something,0.5,0.5,positive
whenwas talking someone automatically disconnects pls fix this problem,0.0,0.0,neutral
this app fantastic but there will come eco the presenting will blurred but this app fantasticloved this app,0.4,0.9,positive
nice app but must have personal chat feature for nice inter communication,0.39999999999999997,0.7666666666666666,positive
suppar,0.0,0.0,neutral
isgood aap the sound system also very good the video virtual but error there that wheneverstartmeet the notification comes that pls rate the aap ifrate the video disconnectedifdidnrate the meet disconnected again and again,0.655,0.5900000000000001,positive
quality video audio must improved the names icon participants may kept horizontally get the more screen space when seen mobile,0.5,0.5,positive
canview full screen display please madenew optione view full screen and drains all hole mobile data,0.35,0.55,positive
got kicked out most the time and the video was glitchy andcould not always hear othersused this app for face timing teachers andalmost always got kicked out,0.5,0.5,positive
since itused teachers this app has passed the wrong side the studentslaw not gud not gud guugol,-0.5,0.9,negative
how aboutmute all button and also higher quality video and audio streams especially for music lessons and recitals,0.125,0.75,positive
please add recording option andfeature stream live youtube and facebook otherwise ita great app star for that reason only thanks,0.2840909090909091,0.6125,positive
its all good app just when the person speaking glitches tons and the quality the screen viewing its not the best but still fun,0.6666666666666666,0.3666666666666667,positive
extension are not working properly,0.0,0.1,neutral
hate this app because teachers they obliges wake and have studychapteram giving tree stars for the option off audio and camera because helps you relax and donlisten ypur teacher,-0.8,0.9,negative
audio and video quality poor,-0.4,0.6,negative
audio not clear voice vibrating and not clear,-0.05000000000000001,0.3833333333333333,negative
this app some timefaced problem,0.0,0.0,neutral
would better you give update which allows schedule meeting,0.5,0.5,positive
really good platform have meet but there are many more things which google team can add asfeature host can able check log audit meet most the people unknowingly remove people from meet and the person who got removed can just see someone has removed you this could changed with giving name person who has removed the person,0.54,0.545,positive
have not downloaded this app canjoin meeting pls change this setting thanks,0.2,0.2,positive
just used once andhad trouble figuring out how change cameras settings like zoomperformance betteram going try duo well,-0.2,0.2,negative
clear voices,0.10000000000000002,0.3833333333333333,positive
everything fine debarringfew areas the meeting consisted ofpretty number sudden disconnections moreover the sound the speaker seldom becomes inaudible echoes but the video quality not all appreciative once our craft teacher had conductedvideo class but unfortunately the video quality was hazy unclear that students just didnget anything which she tried teach moreover her words sounds were also not clear looking forward for certain changes,0.15442176870748295,0.6078231292517007,positive
please try improving the picture aspect ratio always gets stretched and never innormal aspect ratio,-0.05,0.0,negative
nice simple,0.3,0.6785714285714286,positive
good but clarity picture not nice,0.19999999999999998,0.8,positive
isvery good app and has made easy for study,0.5666666666666667,0.7166666666666668,positive
not really nice sound problem arises sometimes video problem start presenting problem,0.05000000000000002,0.7,positive
please upgrade this app enabling split screen for tablets need look from our notes while having meetings,0.0,0.0,neutral
there option private massages work,0.0,0.375,neutral
itbis good but use high internet,0.43,0.5700000000000001,positive
uses too much mobile battery may also fault device,0.2,0.2,positive
more laggy than zoom skype causing people interrupt each other drops long calls without warning notice mute button should always screen quickly mute things like keyboard sounds when not speaking impossible mute incoming audio completely and just have videolike have audio throughsecondary session laptop,0.015277777777777784,0.5291666666666667,positive
this app always removes from the meetingdonlike much,0.2,0.2,positive
its gud butneed develope more bring private chat options and provide full scale the person who shares the screen get some additional options and settings android other than that its gud and nice,0.265,0.5599999999999999,positive
sometimes irritate the app,0.0,0.0,neutral
not much good app there place for private chat which present zoom,-0.11666666666666665,0.325,negative
nice app please addfeature chat withperson privately during meetings,0.3,0.6875,positive
streaming good buthave complaints the back button should not end meetings frustrating should have option for full screen please solve these issues and star,0.16249999999999998,0.5125,positive
lots hottie and weirdos,0.0,0.0,neutral
net slow,-0.15000000000000002,0.19999999999999998,negative
assent,0.0,0.0,neutral
great app light weight can you add screen sharing while meeting would really help thanks,0.4,0.46249999999999997,positive
good app for calling and screen sharing would good ifcan use,0.7,0.6000000000000001,positive
bluetooth audio channel while driving,0.0,0.0,neutral
inot sure you remember parece muy interesante,0.5,0.8888888888888888,positive
annoying you canstartmeeting inside the app but overall should work fine,-0.1277777777777778,0.4666666666666666,negative
the picture quality was good,0.7,0.6000000000000001,positive
stops working meizu android,0.0,0.0,neutral
tnx,0.0,0.0,neutral
works intended sound quality and reliability somewhat lower than with whatsapp but the app works very wifi those who want switch off video simply tap the video and then the camera icon have audio only call,0.15000000000000002,0.5142857142857142,positive
afterfew broken versions works and does what itsupposed,-0.4,0.4,negative
know you wwofragment your appshave nothing against this app except thathave idea how use please help,0.0,0.0,neutral
simple and effective however not compatible with tablets why not,0.3,0.5785714285714286,positive
like the idea obviously still early launch needs ability record meetings,0.05,0.4,positive
not located locally the settings were awesome,0.5,0.5,positive
google leads the way always,0.0,0.0,neutral
its nice,0.6,1.0,positive
great app the ability present directly from google slides excellent great see support for android tablets has been added,0.54,0.58,positive
boogntod shannonshulart,0.0,0.0,neutral
google folks what your major malfunctionampaying gapps user andam need offunctional app that does voice audio and text right now meet only does voice and video ifset upmeeting withclient how the hell amsupposed relay information quickly withoutchat feature clients may not savvy enough download google hangouts this may bedeal breaker for with gapps please update this app with messaging asap,0.13630952380952382,0.6071428571428571,positive
please introduce the ability choose the quality like the web version somtimes need choose audio only option while driving for example and not lose mobile data unnecessarily,-0.2,0.95,negative
nice app for online meeting,0.6,1.0,positive
gets statically ifuse forvery long time works great other than that,0.20833333333333334,0.5083333333333333,positive
awesome app glad they finally added chat canwait see whatnext,0.5,1.0,positive
short perfect because audio sources canbe selected and thereno way only join audio,0.3333333333333333,0.7666666666666666,positive
love using google meet much thatactually enjoy meetings now,0.3666666666666667,0.43333333333333335,positive
itnot convenient when used phone,0.0,0.0,neutral
please add text chat top use cases can see you but not hear you please check your mic link sharing,0.5,0.5,positive
goog butm looking find somboy set upcant pay cash butwill make sure are happy for helping,0.65,0.9444444444444444,positive
very good performance stable and high quality voice and video calls,0.5349999999999999,0.66,positive
need this wear,0.0,0.0,neutral
clear video well audio,0.10000000000000002,0.3833333333333333,positive
hibabe you have received this message and all copies from your computer system into which isvery good morning and ismin,0.7,0.6000000000000001,positive
like applaud google taking hangouts and creating meet and chat probably the best thing they can for our small indie studio obviously the only thing that missing from this service hangouts chat but thatsupposedly coming soon,0.09166666666666667,0.375,positive
thanks for your help,0.2,0.2,positive
could use text features for urls,0.0,0.0,neutral
useful and easylike for business remote communication,0.09999999999999999,0.1,positive
works for meetings,0.0,0.0,neutral
overall fairly easy use couple suggestions hide participants message list bottom app would nice have this option lock screen from touches ifneed switch headset speaker ifput the phone ear the notification menu almost always gets swiped then all kinds mayhem ensue,0.3444444444444444,0.6111111111111112,positive
good serves purpose,0.7,0.6000000000000001,positive
easy use,0.43333333333333335,0.8333333333333334,positive
fantastic appwould like know the maximum number video calls forsuit and ordinary google accounts,0.07500000000000001,0.7,positive
bad sound,-0.1499999999999999,0.5333333333333333,negative
nice way keep tuch with the ones you love,0.55,0.8,positive
love hangout,0.5,0.6,positive
get app with andriod esier,0.0,0.0,neutral
flexible and easy engage,0.43333333333333335,0.8333333333333334,positive
bravo,0.0,0.0,neutral
works well but need the ability schedulemeeting the future and invite others directly from the app,0.05,0.2625,positive
calendar event not fetching,0.0,0.0,neutral
please add dark theme,-0.15,0.4,negative
use rarely,0.3,0.9,positive
ita good app,0.7,0.6000000000000001,positive
need let you share your phonescreen,0.0,0.0,neutral
itgood morning,0.0,0.0,neutral
needs speaker phone option not loud enough,-0.025,0.65,negative
good apps free download,0.55,0.7000000000000001,positive
volume gets down once any phone call comes during hanging out call earlier was but could adjusted volume keys but now not working please rectify,-0.07777777777777779,0.3944444444444445,negative
ilooking for big money and businessmen women friend,0.0,0.1,neutral
does not remember the last used account,0.0,0.06666666666666667,neutral
radio clyde willing respectful kinky anything goes they been plans for you the legendary set volume cast the hall anyway oir acceptance and giving,0.5833333333333334,0.8166666666666668,positive
