Reviews,polarity,subjectivity,label
poor,-0.4,0.6,negative
far too long what happened to phone option only,0.016666666666666666,0.7999999999999999,negative
the app is seriously short on options don want webcams want presentations can turn off webcams ,0.0,0.3,neutral
disappointing that the app doesn support meeting passwords have to launch the old version which alerts me it outdated just to join password protected meetings it also did not offer to remember recurring meetings unlike the previous edition which is inconvenient ,-0.33333333333333337,0.54,negative
do have option to personalise the self information like older version,0.16666666666666666,0.3333333333333333,negative
when received telephonic call during the webinar microphone to the app was not turned off automatically it turned out to be an embarrassing situation ,0.0,0.0,neutral
many features are missing from older one most notably remembering reoccurring meetings calendar integration is nice idea but not all of us have work email calendars set up on our personal phones seems more like forced public beta than new version of the app ,0.21845730027548207,0.4004132231404958,negative
very buggy application using it with my samsung galaxy s7 like other users experienced lots of issues when google play upgraded me to the new app but did not remove or overwrite the existing version of the app also calls frequently fail when dialed from inside the app and app randomly fails during calls disconnecting the phone call ,0.0018939393939393738,0.43825757575757573,negative
two meetings and can hardly hear with speaker on ,-0.2916666666666667,0.5416666666666666,negative
cut you off when somebody calls and completely messes up the call should have the ability to disable incoming calling or somehow suppress callers from being able to completely interrupt meeting ,0.2333333333333333,0.4749999999999999,negative
i wasn able to log in with my main email address and was told have to use another email address used when first signing in anoying ,0.3055555555555555,0.4305555555555555,negative
it a good app for audio conversation but this app doesn support in my phone symphony w68 is there any solution for me or what can do ,0.7,0.6000000000000001,positive
blocks the speaker even if the meeting is finished disconnects if someone calls during the meeting wish wasn forced to use that app ,-0.30000000000000004,0.2,negative
meeting is not able to be conducted on the phone and is asking for computer,-0.25,0.625,negative
no option for video chat galaxy s7 edge ,0.0,0.0,neutral
like it,0.0,0.0,neutral
i can get my webcam to pull up when am in meeting what do do because it doesn even give me the option to ,0.0,0.0,neutral
brand new s7 edge whenever try to join meeting it hangs with the joining spinner up ,0.13636363636363635,0.45454545454545453,negative
in the old app everything worked fine now with the new one can no longer use internet audio via speaker phone it only works if in call in that defeats it purpose for me as work in an area with very little cell reception ,0.08185606060606061,0.5609090909090908,negative
it doesn work,0.0,0.0,neutral
no recording option seen for attendees,0.0,0.0,neutral
i surprised that this has such high ratings considering the app is absolute garbage the audio is so unreliable that we just ask the meeting attendees to call via traditional phone the video is buggy and slow audio is not compatible with plantronics headset compared to other similar apps like webex or ring this is shameful app ,0.004374999999999997,0.5956250000000001,negative
zero,0.0,0.0,neutral
audio disconnect reconnect frequently,0.1,0.3,negative
too much time to down load,0.022222222222222213,0.24444444444444446,negative
after last update application crashes randomly anytime and exits meeting automatically if am an organizer need to make someone else organizer or else everyone will get exited from meeting bad impression to client calls and meetings ,-0.3999999999999999,0.41111111111111115,negative
keeps cutting out posts names of people speaking incorrectly ,-0.6,0.9,negative
facing connection issues from past two weeks not able to connect with calls ,-0.25,0.4375,negative
everyone was seeing each other and instructions so everyone was working with only half screen,-0.09722222222222221,0.513888888888889,negative
it is not given as free pls give free,0.4,0.8,negative
i can get the free trial,0.4,0.8,negative
anyone know how to get tiles of all callers on android it keeps flipping back and forth to each individual caller very difficult to deal with makes be dizzy works fine for iphone and ipad attendees and works on my pc but bad experience on my samsung android any suggestions ,-0.18666666666666662,0.5133333333333333,negative
good,0.7,0.6000000000000001,positive
trying to open the app and type in meeting id starting with 191 after typed 19 it would put go meet me before the number and added an extra 119 the more typed the more numbers where are duplicated however if run the button on the website and then it opens the app it goes to the correct meeting but doesn work when you type the meeting number directly into the app,0.18333333333333335,0.35000000000000003,negative
video quality is horrible not realtime clear audio ve gd enough internet connection ,-0.3,0.6277777777777778,negative
with the android app you only can see who is talking and no one else the host can mute you but cannot unmute you ,0.0,1.0,neutral
poor,-0.4,0.6,negative
it took over 10 minutes to download onto my phone if it was quicker if would have given more stars,0.5,0.5,negative
very bad,-0.9099999999999998,0.8666666666666667,negative
as it only shows the current speaker it constantly switches the video from one to another this is very annoying and makes it useless if there are few people having conversation until this is fixed it a poor app ,-0.25,0.47916666666666674,negative
cumbersome edit 4 22 20 the app was cumbersome very weighted slow overintensive quality was deff lacking just not for me ,-0.05000000000000002,0.35,negative
very slow,-0.39000000000000007,0.52,negative
when typing into the search bar the auto fill would double everything typed rendering it useless ,-0.25,0.1,negative
you can only see webcam of one person,0.0,1.0,neutral
good it easy to contact team meeting and conversation ,0.5666666666666667,0.7166666666666668,negative
very slow app,-0.39000000000000007,0.52,negative
for how many meetings free trials are available ,0.43333333333333335,0.5666666666666668,negative
even after downloading this app cant able to open the app,0.25,0.5625,negative
gud,0.0,0.0,neutral
im trying to put my information email pw is not accepted trato de poner mi información no me lo aceptan sorry ,-0.5,1.0,negative
didn allow me to see attendees in video mode all at once it would just keep jumping between people and it made me dizzy,0.0,0.0,neutral
plz mention how participants can participate in this app,0.0,0.0,neutral
doesn have good quality video and audio ,0.7,0.6000000000000001,positive
after the update now always get lot of bugs like the audio comes at the same time when someone speak but the video come after 1 2min and some time audio is not coming saying connecting to audio only video play all the things are good before but now facing lot of problems want to roll back pl provide me this option thnak ,0.175,0.43125,negative
meet now feature got stuck on join had to force stop to actually join camera didn turn on can see multiple people at once canceled my subscription ,0.0,0.05,neutral
good,0.7,0.6000000000000001,positive
how many can participate in meeting ,0.5,0.5,negative
how many people can join at once,0.5,0.5,negative
one attendeee chat with another attendeee is shown to organizer it is wrong change it thanx for reaching my prblm,-0.5,0.9,negative
it a good app but consumes lot of bandwidth even for audio meetings its manadatory to have high speed internet otherwise app keeps disconnected,0.43,0.5700000000000001,negative
i have an android and during the meeting it flips back and fourth from everyone trying to talk it annoying good thing don have epilepsy apparently the iphone version doesn do that and has seperate boxes for each person if the android version does have that option please let me know how to change it ,-0.010000000000000018,0.37,negative
awwful 38 minutes to download,0.0,0.0,neutral
very interesting and meaningful ,0.575,0.575,negative
okk,0.0,0.0,neutral
not as user friendly or transparent as other platforms update have used zoom am and life that could see clearly who was logged in and how to put all pictures on screen with this could not people could see me couldn see them even though they had camera on very disconcerting,0.1375,0.38958333333333334,negative
two out of four of us kept having connection issues either the camera wouldn work or the mic wouldn ,0.0,0.0,neutral
video quality is not good,-0.35,0.6000000000000001,negative
screen kept switching between participants very distracting,0.2,0.3,negative
terribly poor setup ,-0.4,0.6,negative
response rate is too low previous version was wuite good 5 star for it ,0.17777777777777778,0.3555555555555556,negative
it is lagging and it freezes and keep someone to update and it goes to hundred now to 22 not happy,-0.4,1.0,negative
terrible,-1.0,1.0,negative
very poor quality,-0.52,0.78,negative
no audio asking for permission in samsung a50 handset please help,0.0,0.0,neutral
meeting is needed but donot like online class,0.0,0.0,neutral
switching between videos is very erratic not smooth ,0.0,0.4,neutral
good,0.7,0.6000000000000001,positive
audio was faulty,0.0,0.0,neutral
difficult to login ,-0.5,1.0,negative
voice problem,0.0,0.0,neutral
audio issues,0.0,0.0,neutral
is it free app to install any purchase pl inform ,0.4,0.8,negative
useful and informative,0.3,0.0,negative
not good,-0.35,0.6000000000000001,negative
can connect through web,0.0,0.0,neutral
audio is gud but couldn keep up with display or screen which results in mis gap of communication ,0.0,0.0,neutral
wow,0.1,1.0,negative
why is there caller 01 showed up at my meeting ,0.0,0.0,neutral
the audio was in and out might be connection issues the video seemed eratic in transitions not smooth the management interface does not seem as intuitive and functional as zoom m disappointed ,-0.475,0.625,negative
my company uses this app for meetings and other remote sessions it works well for most things simple meeting face to face or over the phone with many in the company this does very well the problem is the inability to play video with sound during meeting in many instances this has been needed but not possible with go to meeting ,0.20833333333333334,0.4591269841269841,negative
new trying to learn the system ,0.13636363636363635,0.45454545454545453,negative
picture jumps around no gallery view option lots of static for no apparent reason ,0.2375,0.625,negative
gritty kept losing signal,0.0,0.75,neutral
our school meeting is held on this app its good but again and again says that trying to re connect even in full range sometimes mic stops working and the qualityof video is not good at all,0.23333333333333328,0.5833333333333334,negative
good,0.7,0.6000000000000001,positive
app interface is very good but facing audio disconnection issues every 1 or 2mins causing interruption in the course lectures there is no internet problem the network is good also uninstalled and installed the app twice still the problem persists request to please look into the matter thank you,0.8049999999999999,0.6900000000000002,positive
it is not free,-0.2,0.8,negative
can see all of them in one screen and video quality is to low send mail to your feedback mail id pls check it,0.0,0.3,neutral
good app in this tough period but video quality is not good,-0.012962962962962973,0.6777777777777779,negative
somd what ok,0.5,0.5,negative
connection error at first time,0.25,0.3333333333333333,negative
not connecting to the scheduled meeting,0.0,0.0,neutral
cant download error messge keep popping up ,0.0,0.0,neutral
i can like this app becauz it is showing that calendar syn is off sorry but this app is not working properly am very irritated about this app ,-0.15,0.65,negative
can use bluetooth headset during meeting,0.0,0.0,neutral
dont know yet it refused downloading,0.0,0.0,neutral
i would love to as guest change my background our group is paying for it and others have used let you,0.5,0.6,negative
everyone listen really didn like this app at tall because it is so confusing app if you agree please do yes and not then sure do no as your wish guys,0.13333333333333333,0.4962962962962963,negative
dont luke bing on phone or computer this long,-0.05,0.4,negative
very bad,-0.9099999999999998,0.8666666666666667,negative
jumpy would randomly repeat number entries camera did not share properly ,-0.25,0.3,negative
don share vedio,0.0,0.0,neutral
i couldn attend meeting it was telling me network error,0.0,0.0,neutral
not good,-0.35,0.6000000000000001,negative
takes heavy toll on the hardware phone with 4gb ram is barely enough to make it work for an hour before it overheats not recommended unless you own top notch phone tablet better stick to the pc version,0.27999999999999997,0.6,negative
very poor during online ,-0.52,0.78,negative
nice apl,0.6,1.0,positive
ok hoping for better luck this week doesnt seem very organized ,0.39999999999999997,0.43333333333333335,negative
cannot be found why ,0.0,0.0,neutral
how do we sign up for host meeting for free there is no provision for new user to sign up,0.2681818181818182,0.6272727272727273,negative
audio is horrible problematic,-1.0,1.0,negative
i is good for only 2 3 days then it starts having audio visual problems and sometimes automatically closes the meeting ,0.2333333333333333,0.5333333333333333,negative
i lost chat option by update in february 2020,0.0,0.0,neutral
inconsistent unable to share camera as presenter and attendee unable to share camera have used twice before same attendee with camera fine what up ,-0.14583333333333331,0.40625,negative
it sucks,-0.3,0.3,negative
good,0.7,0.6000000000000001,positive
it is not responding for me,0.0,0.0,neutral
no experience,0.0,0.0,neutral
costly,0.0,0.0,neutral
it is very worst it is very slow we can send any ppt it is very tough for us,-0.6318518518518519,0.84,negative
cumbersome edit 4 22 20 the app was cumbersome very weighted slow overintensive quality was deff lacking just not for me ,-0.05000000000000002,0.35,negative
still no gallery view on android ,0.0,0.0,neutral
can not be connected,0.0,0.0,neutral
while connecting meeting am always facing problem like cannot see the screen some reconnecting message is displaying even am connected to the meeting please help me out with this ,0.0,0.0,neutral
bad login struggle,-0.6999999999999998,0.6666666666666666,negative
i can make it to see everyone at the same time can see only the person speaking at the moment,0.0,0.5625,neutral
www its 52com,0.0,0.0,neutral
i couldnt find an option to send individual id to participants pls give me reply,0.0,0.4,neutral
how many people can join at once,0.5,0.5,negative
i first kept it on installing mode then when again looked at it so it says that to install it again then again kept it on installing mode and the same thing happened again please look into the matter and please reply me fast ,0.15,0.3527777777777778,negative
its not making new account and always show that the password or email is invalid even when we are using correct password and email so cannot rate it untill unless will use ,0.13636363636363635,0.45454545454545453,negative
i love this app but what annoys me sooooo much is that cant look at everyone at the same time on android also it flashs and hurts my eyes would recommend put an option where you can see everyone at the same time pls fix this fast,0.18,0.32999999999999996,negative
alot of disconnection in audio,0.0,0.0,neutral
today the internet was consumed like anything it took 1 5 gb in just an hour everyday it takes 300 500mb and today it took my whole internet of 1 5 gb please resolve the issue,0.0,0.5,neutral
it is always showing joining joining joining ,0.0,0.0,neutral
doesn have good quality video and audio ,0.7,0.6000000000000001,positive
after the update now always get lot of bugs like the audio comes at the same time when someone speak but the video come after 1 2min and some time audio is not coming saying connecting to audio only video play all the things are good before but now facing lot of problems want to roll back pl provide me this option thnak ,0.175,0.43125,negative
plz mention how participants can participate in this app,0.0,0.0,neutral
how many can participate in meeting ,0.5,0.5,negative
good,0.7,0.6000000000000001,positive
meet now feature got stuck on join had to force stop to actually join camera didn turn on can see multiple people at once canceled my subscription ,0.0,0.05,neutral
im trying to put my information email pw is not accepted trato de poner mi información no me lo aceptan sorry ,-0.5,1.0,negative
gud,0.0,0.0,neutral
for how many meetings free trials are available ,0.43333333333333335,0.5666666666666668,negative
didn allow me to see attendees in video mode all at once it would just keep jumping between people and it made me dizzy,0.0,0.0,neutral
even after downloading this app cant able to open the app,0.25,0.5625,negative
very slow app,-0.39000000000000007,0.52,negative
good it easy to contact team meeting and conversation ,0.5666666666666667,0.7166666666666668,negative
work from the car lot and whenever try to use bluetooth on car stereo with this app everything gos silent all other bt cases work fine seems like common scenario for most business people ,0.09833333333333334,0.395,negative
can do better if audio quality improved,0.5,0.5,negative
it was fantastic experience to meet with friends through this app ,0.4,0.9,negative
n,0.0,0.0,neutral
in india language,0.0,0.0,neutral
good,0.7,0.6000000000000001,positive
no camera support could see others but no one could see me tried on note 5 and edge,0.0,0.0,neutral
i not sure ,-0.25,0.8888888888888888,negative
new interface is less user friendly use outlook for android and it does not link find my calendar goto meetings major pia ,0.10179924242424243,0.3803030303030303,negative
pixel 3 user here can speak unless m connected to bluetooth headset tried headphones speaker etc never worked only bluetooth worked same happened with my pixel 1,0.0,0.5625,neutral
no support for password like the old app otherwise it a nicer interface,0.1,0.2,negative
the new ui is great but it connection to identity management is crap m fine to jump into meeting m invited to but can host meeting more often than not because it doesn recognise me as signed in might be based on where m located if so you need to widen the geographical locations of your directory ,0.2106060606060606,0.600909090909091,negative
nice audio quality video with interruptions ,0.6,1.0,positive
by far the best web conference app with one exception in uae audio is not working most of the times either you find solution or enable local call in number from uae,0.4,0.45,negative
con,0.0,0.0,neutral
mohammed yusuf from africa nigeria for attending meeting to discuss on msc epidemiology,0.0,0.0,neutral
good,0.7,0.6000000000000001,positive
is very to operate,0.2,0.3,negative
when join meeting it defaults to speaker on which is fine but only barely audible gargling sound comes out have to quick switch the speaker off and then can hear the meeting but not being able to use the speaker on my phone is really annoying m using an s7 ,0.12857142857142856,0.5750000000000001,negative
on line meetings,0.0,0.0,neutral
notfinished yet,0.0,0.0,neutral
disconnects when go to other apps unlike the older versions cant read my skype messages while meeting is ongoing not sure if it is just with the note 5 but all in all it does not allow me to do my work on phone efficiently anymore ,-0.06944444444444445,0.5324074074074073,negative
trial ,0.0,0.0,neutral
i cherian thomas this type of on line marketing training is good for when the real buyer in market we the realitor get advantage,0.44999999999999996,0.45000000000000007,negative
the app can transfer sound via bluetooth it just doesn swich the channel when somebody phone you it goes muted but doesn unmute back finding how to turn on the sound became problem ,0.26666666666666666,0.26666666666666666,negative
good,0.7,0.6000000000000001,positive
i will see,0.0,0.0,neutral
app keep crashing when try to share screen ,0.0,0.0,neutral
 ,0.0,0.0,neutral
seems to remember meeting ids now the switch for mute me when the meeting starts is confusing have to guess whether it on or not video during the meeting is glitchy different feeds pop in and out sporadically with ugly glitches in between ,-0.3333333333333333,0.6666666666666666,negative
could not get the audio to play through my headphones only through the phone speaker not ideal ,-0.225,1.0,negative
it will be in view mode with speaker on the but the mic is set to phone so no one can hear me and they say m way too soft you need to have mic pick up like speakerphone mode when you re viewing the screen and the speaker is on obviously frustrating glitch ,-0.15000000000000002,0.625,negative
there are sound issue in this app the audience cannot hear my voice can you solve this issue ,0.4,0.4,negative
good ease of access but no interaction on my end so it a bit hard to rate ,0.20416666666666664,0.5708333333333333,negative
please put double tap option on the screen through which we can forward the recorded videos by 10 seconds whenever we want just like youtube ,0.0,0.0,neutral
great,0.8,0.75,positive
trying to install this app on my computer but it will not let me it notices my other devices but not this one any suggestions ,-0.125,0.375,negative
this app doesn allow me to take calls through my bluetooth headphones apart from that it a great app to use please add the option as well we could be able to talk through our bluetooth headphones thanks ,0.5,0.525,negative
you keep saying to update it and it has been updated love it on laptop and 5 stars but problem on android ,0.5,0.6,negative
oke joshua,0.0,0.0,neutral
app,0.0,0.0,neutral
jobs,0.0,0.0,neutral
home,0.0,0.0,neutral
yesterday have again installed this app now again facing this problem on am facing problem on22 03 2018 am waiting for reply if you will not reply in few days then will again change the stars to 2 because you have not good customer service am facing problem after installing it on my huawei mate 10 lite that many times my data network becomes unusable untill restart have uninstalled it and every thingbbecome fine please solve this problem,0.09166666666666666,0.42500000000000004,negative
good,0.7,0.6000000000000001,positive
good,0.7,0.6000000000000001,positive
could not find any option to record the meeting using this app on my tablet could record on my laptop,0.0,0.0,neutral
better interface that the old app would prefer if it automatically used phone instead of internet when you aren connected to the internet well see how citrix continues to update the app but for now it a step up from the old version ,0.2333333333333333,0.3,negative
good,0.7,0.6000000000000001,positive
it will be good if we can get keyboard and mouse control for mobile,0.7,0.6000000000000001,positive
its good,0.7,0.6000000000000001,positive
using could be easier,0.0,0.0,neutral
the app doesn install,0.0,0.0,neutral
naturals,0.0,0.0,neutral
would be better if they allowed for screen sharing on mobile device,0.5,0.5,negative
the volume for audio not available very low you try to raise the volume it raises the phone volume for calls,-0.1,0.395,negative
it ok but it has nasty bug persons that connect to the conference using the android app never get logged as attendees thus they will never show up as participants to conferences in the history section on the website it like they don exist at al which is shame if you want to use the history section for anything useful such as worktime tracking ,-0.05,0.5,negative
a good start can share your phone screen but can pass control to someone else in the meeting to allow them to share their screen that a big failing ,0.35,0.35000000000000003,negative
superb,1.0,1.0,positive
nice,0.6,1.0,positive
ify,0.0,0.0,neutral
i have only used it once and so far so good ,0.26666666666666666,0.8666666666666667,negative
sorry sir but experiences that the app lags or hangs under high speed internet ,-0.16999999999999998,0.77,negative
my company uses this all the time and for some reason there is no front camera this is silly in the day and age where apps like skype let you share your screen video chat etc ,-0.5,0.875,negative
great job,0.8,0.75,positive
muting the phone audio does not mute the audio pixel 2 xl had all volume settings disabled and it was still playing audio from the speaker you have to navigate through the settings within the app and disable audio there besides that issue it been pretty good ,0.25,0.6333333333333334,negative
i am not able to understand how to chat with other attendees once joined meeting plz someone help me with this,-0.1875,0.5,negative
it is nice app,0.6,1.0,positive
it good but not very good,0.2153846153846154,0.5307692307692309,negative
need to add co organizers away from desktop also using headset causes feedback to others in meeting headset doesn cause issues in skype as an example ,0.0,0.0,neutral
am member of midfund,0.0,0.0,neutral
okay,0.5,0.5,negative
i can show my webcam is there option and can only see the webcam of who talking not everyone it would be better if it was same as pc interface,0.16666666666666666,0.5416666666666666,negative
nice,0.6,1.0,positive
sometime looses bluetooth headset audio while conference and switches to loudspeaker automatically then sticks in this mode forever audio selection won work anymore need to leave meeting and get back to recover bt mode ,0.0,0.0,neutral
i don use this app very often was disappointed that it did not remove the older version when was forced to upgrade to this version ,-0.17083333333333336,0.3958333333333333,negative
is there any option to record the screen video or meeting recording in at least pro version,-0.3,0.4,negative
asking to join via computer,0.0,0.0,neutral
ok apps fairly stable but wish speaker phone button would be easier to find,0.6,0.7,positive
we will see,0.0,0.0,neutral
going well till now ,0.0,0.0,neutral
incompetent,-0.35,0.3666666666666667,negative
nice but need to some betterment in voice and visualisation,0.6,1.0,positive
cuts off every now and then very poor network connection but it is of such big help just needs to be improved even the sound ,-0.03,0.44500000000000006,negative
fine,0.4166666666666667,0.5,negative
good,0.7,0.6000000000000001,positive
not able to connect through bluetooth earphones ,-0.25,0.625,negative
good and better way to communicate,0.6,0.55,positive
exceptional ,0.6666666666666666,1.0,positive
ehen you finally get the camera share right on the lap top it is good tool go to meeting app ,0.37142857142857144,0.6589285714285714,negative
it was just little noisy ,-0.1875,0.5,negative
they re trying,0.0,0.0,neutral
video and voice is very clear,0.13000000000000003,0.4983333333333333,negative
love it,0.5,0.6,negative
the sign in for company account doesnt work please have look thanks yes of course am authorized to m not redirected to my company login page the button is dead ,0.0,0.30000000000000004,neutral
first time use,0.25,0.3333333333333333,negative
this was my first gotomeeting and it was very interesting would do this again but need to learn the functions as far as like the camera mute ect ,0.3333333333333333,0.6611111111111111,negative
1 yeara,0.0,0.0,neutral
nice,0.6,1.0,positive
erratic lines,0.0,0.0,neutral
useful for us,0.3,0.0,negative
i don know for wille,0.0,0.0,neutral
ghh,0.0,0.0,neutral
cut out,0.0,0.0,neutral
very nice,0.78,1.0,positive
it not intuitive,0.0,0.0,neutral
connects and works but can adjust streaker volume all android volume settings muted and it screaming loud speaker on off is buried on settings instead of on the main screen ,0.13333333333333333,0.5666666666666667,negative
gtm should have toll free india dialing number too ,0.4,0.8,negative
good,0.7,0.6000000000000001,positive
it is fairly clear and free good for interviews and group sessions,0.39999999999999997,0.5944444444444444,negative
good,0.7,0.6000000000000001,positive
cant join at scheduled time why ,0.0,0.0,neutral
cool and good to go,0.5249999999999999,0.625,negative
hope it improves soon,0.0,0.0,neutral
there should be automated sub titles popping out,0.0,0.0,neutral
lovely,0.5,0.75,negative
good,0.7,0.6000000000000001,positive
good application,0.7,0.6000000000000001,positive
ok,0.5,0.5,negative
i am experiencing problems in connecting my wireless headset to my windows laptop this is not the problem of the headset connectivity issue with the laptop it works fine the problem only occurs with go to meeting application in windows desktop version the audio is not audible hope your team will address this soon ,0.20833333333333334,0.75,negative
needs dark mode it is not clear how to find meetings or become presentor,-0.1,0.39166666666666666,negative
it really difficult to join on my android phone,-0.5,1.0,negative
it was not digitally as good as expected but that maybe due to the quality of the equipment we are using but it was great way to worship together during the world wide crisis we are now experiencing praise god in this storm he is in control ,0.025000000000000015,0.505,negative
mofos delete this application before my college start taking online classes,0.0,0.0,neutral
nice apps online jobing,0.6,1.0,positive
the app takes time to load,0.0,0.0,neutral
update based on the quick very pleasant reply from logmeln inc below ve changed to 3 rating due to illness m unable to do online yoga classes right now hopefully in few days can get back in there use the app was m trying to sign up for airmid yoga online classes but erroneously signed up for free trial with gotomeeting which is now going to charge me monthly do not want this to happen please remove me from paying for something don need ,0.07193121693121692,0.49007936507936506,negative
ok meeting app video quality is not that good so its hard to do online lessons,0.30277777777777776,0.5472222222222222,negative
easy to navigate through ,0.43333333333333335,0.8333333333333334,negative
look forward to more meetings,0.5,0.5,negative
paytm app not opened untill uninstall this app,0.0,0.0,neutral
was fantastic not used for some time,0.4,0.9,negative
keep losing app,0.0,0.0,neutral
nice app for study,0.6,1.0,positive
good,0.7,0.6000000000000001,positive
unknown to me,-0.1,0.6,negative
works for conference calls if you are having video conference call on the android app the screen only shows the video of the mic talking with 6 people the screen flashes between pics so much that it gives you headache have heard the apple app allows you to see all people up to 6 on the screen at once please fix the android app to do the same ,0.06666666666666667,0.44166666666666665,negative
very boring ui but has lots of features ,-1.0,1.0,negative
great user exprience,0.8,0.75,positive
is verf simple to use only issue is if group of ppl there the voice echoes only 1 can speak and others have to mute mic,0.0,0.7857142857142857,neutral
very good,0.9099999999999999,0.7800000000000001,positive
very good,0.9099999999999999,0.7800000000000001,positive
thanks you,0.2,0.2,negative
video quality is just ok internet connection is pretty fast but it never seems to improve audio is good but it also annoying that if m doing meeting on tablet can see anyone that isn talking there isn any option to change the video view at all ,0.16999999999999998,0.72,negative
audio was not very clear maybe due to attendees mics not being muted ,-0.08173076923076923,0.3349358974358974,negative
good,0.7,0.6000000000000001,positive
unable to see other than one other participant at time no settings option on my green video icon other than stop screen sharing need the option to view other participants seems to work on apple products but not android ,-0.19999999999999998,0.3833333333333333,negative
the app auto fills the meeting id incorrectly every time you edit the mistakes it continues to auto fill incorrectly repeatedly have to correct the mistakes ,0.0,0.0,neutral
this app is not able to down loading gone through the play store clicked the app but not been downloaded what the reason srikant,-0.20277777777777778,0.4569444444444445,negative
work very nicely like this app,0.78,1.0,positive
good,0.7,0.6000000000000001,positive
good,0.7,0.6000000000000001,positive
knowledgable but needs improvement on reception,0.0,0.0,neutral
voice may be improved in this app ,0.0,0.0,neutral
downloading taking longer time ,0.0,0.0,neutral
i not getting recoednig option tried in 3 different android mobiles,0.0,0.6,neutral
the mic option in the centre often switches between red green and white even when we don press it which often interferes with hearing what other person is talking on the other side it is very disturbing tried uninstalling installing again thinking that it might need an update kindly request for this issue in this app to be looked into ,-0.07142857142857144,0.4214285714285714,negative
i am still trying to see how can use it and how optimal it is so far so good,0.39999999999999997,0.8,negative
attendance issue audio is not proper ,0.0,0.1,neutral
perfect,1.0,1.0,positive
good app ,0.7,0.6000000000000001,positive
well enough ,0.0,0.5,neutral
not bad app,0.3499999999999999,0.6666666666666666,negative
overall the experience is good but would like the ability as presenter to mute all the attendees directly from my phone as they dial in this seems to be available only from the desktop version would appreciate if that feature would be available thanks ,0.2571428571428572,0.42857142857142855,negative
i saw others communicating to the presenter but it seemed unavailable to me on this tablet it was difficult to control the volume on tablet speaker or headset headset volume control seemed to be blocked way too loud ,-0.2,0.9,negative
iska audio bohut accha hai magar video ko improve korna parega,0.0,0.0,neutral
my experience was good though have given only three the number of people to join the meeting should be recommended in this meeting attended we were close to 70 participants and in various locations others as far as 50kms so issues of controlling the meeting and intermittent internet network could probably affect quality of deliberation in such meeting with large number of participants ,0.16904761904761903,0.6714285714285714,negative
best settings master on the map,1.0,0.3,positive
it doesn work,0.0,0.0,neutral
still learning the new format of gotomeeting ,0.13636363636363635,0.45454545454545453,negative
why can this be downloaded to note 5 ,0.0,0.0,neutral
best,1.0,0.3,positive
it was goof while it lasted but cant set up meetings any more,0.5,0.5,negative
i still in confusion if the host can see our faces even if the video option in attendees phone are switched off do they see when we share it or the whole time android app ,0.2,0.4,negative
zoom offers 40 minutes of meeting time for free with their basic membership the basic membership with zoom is free 0 00 and still get 40 minutes continuously for free that enough for me ,0.18571428571428572,0.45000000000000007,negative
this app is awesome but has some issues with the audio it gets automatically red green and sometimes white so plz do something about it ,0.2,0.325,negative
the app works fine only when use my wifi it not working if connect my tablet to phones hotspot and use it please help me fix this ,0.20833333333333334,0.75,negative
sir it doesn wrk it displays please correct the network connection while using with data connection,0.0,0.0,neutral
i was not able to sign in,-0.25,0.625,negative
hi we regularly use this app its quite good only problem we have is when using mobile app tat time in video conference we can only the one who is talking and others cannot be seen like laptop if this feature is added that during video conf at least 4 faces can be seen together in one screen then it will help us,0.07999999999999999,0.6153846153846154,negative
nice,0.6,1.0,positive
audio problem while using bluetooth earphones dont understand the link between bluetooth and the meeting when have attended the meeting and tried to listen using bluetooth earphones the app is unable to recieve internet and is getting disconnected it frequently shows waiting to reconnect although my internet is stable hope fix this bug in the next update ,-0.13333333333333333,0.26666666666666666,negative
good,0.7,0.6000000000000001,positive
would love it if you were supported on cromebooks camera share used to work but doesn anymore requires 2 devices to work one phone for audio and the cromebook for video ,0.5,0.6,negative
this is very useful for all the persons so request you to all the person install in your mobile,0.39,0.0,negative
this app is great but the camera is not really that good and am not eligible to sign in so the app doesn work that much but overall it is great app,0.39999999999999997,0.4166666666666667,negative
bad application processing is not good high network capacity required,-0.2966666666666666,0.6022222222222222,negative
sound kept going off and it was hard to hear the instructor and others it also didn let you see others and talk with them ,0.05416666666666667,0.4708333333333333,negative
nothing special,0.35714285714285715,0.5714285714285714,negative
this app ok for the most part the only thing is wish the mobile app allowed us to see everyone camera during conference call on apple you can see everyone on the mobile app but on the android you can only see the person please fix this ,0.25,0.75,negative
good,0.7,0.6000000000000001,positive
some times it takes time to reconnect ,0.0,0.0,neutral
did not install on my tablet desktop ,0.0,0.0,neutral
in gmail account iam typing right password but it is showing that wrong in this app please help me,-0.10714285714285715,0.7178571428571429,negative
not as much good it not mean that it is bad it is better than zoom,0.16406250000000003,0.6135416666666667,negative
thank you for meeting apps ,0.0,0.0,neutral
a cc the v get i yx you y,0.0,0.0,neutral
very nice aap,0.78,1.0,positive
heats bit,0.0,0.0,neutral
very poor sound quality hardly able to hear 50 60 of webinar,0.12666666666666668,0.6016666666666667,negative
the app itself is acceptable for what it is used for in my company however the quality of sound is something that needs to be improved way too many times people speaking or interrupted by static or simply cut off if this were to be fit would change my rating to five,0.36,0.5114285714285713,negative
lags heavily when there is over 10 members in meeting ,-0.2,0.5,negative
it is not easy it takes very long period to download the application ,-0.14083333333333334,0.6766666666666667,negative
was different ,0.0,0.6,neutral
