User Name,Review Title,Review Content,app name
             Naina Maraikar         , Customer Support is very worse ,"Fine on Basic but I registered and put DD in place for Pro. Zoom has failed to upgrade my account - even whilst taking two monthly payments and me sending multiple emails and speaking to several Zoom employees in Sales, Billing etc. Great idea - appalling service and response to communication. I am looking forward to them losing massive market share to a competitor.             ",zoom
             Beni         , Can't Trust Them ,Access into your partner's device.L.E.G.I.O.N.H.A.C.K.S.5.6 AT. G.M.A.I.L.             ,zoom
             Trevor Crago         , Constant crashes ,Dobble billing and customer support Very hard to integrate to website             ,zoom
             Mark         ," Hopeless support, double billing ","We have used Zoom for remote viewing, and it has proven reliable and effective as a solution. In this post COVID world, it may be a great tool to continue using.             ",zoom
             Peggy         , Poor Customer Service ,child abuse. i failed because i can't afford a camera             ,zoom
             Tony Reihl         , ZOOM IS A DECEITFUL.... Don't give them your money ," Customer service is the most useless farce I've seen a business use.  It consists of a chat bot that only answers by sending you to their customer support page, which then sends you to the chat bot.  No one in their right mind should ever consider using this service.             ",zoom
             Precious         , Zoom is TRASH ,"Zoom has superior functionality and is super easy to use. We have been using it for years and we cannot recommend it enough. It has almost never let us down. Not even on a single call for years.The pricing is reasonable. Initially we were using a monthly subscription, then we moved to annual. We once had a delayed payment for over a month, but they were understanding enough and kept our premium service running until we paid.Again cannot recommend them enough for business use.             ",zoom
             Ruben J. Mullen         , I have had no problem getting support… ,"Zoom is a criminal organisation. I have sent a number of e-mails and had a number of calls. I have paid for a business plan and they keep me on the basic one which is free.  I have already reported them to  the respective trade offices and request a charge back from my bank. Please, do not make the same mistake, find something else. Regards,Dusko             ",zoom
             GeorgieS         , Fine on Basic but appalling service when being paid ,We have a pro account with 8 paid host licenses.  We have had a billing issue since day 1 and I have been unable to get support on the issue.  I have two support tickets open with them and NO response.  I have now opened a third ticket. I have made multiple calls to their billing department but just stay on hold for a long time then eventually gets answered by an answering service and they take your info so they can call you back.  Been waiting for a call back for a month now.             ,zoom
             April immons         , Access into your partner's device. ,"Poor service, they didn't let you more than 40 mins for free!             ",zoom
             Morten Funcloud         , Dobble billing and customer support ,"rubbish they should make ordinary members be able to do longer video calls,and hey should tell you if somebody is typing or not.skype is so much better..             ",zoom
             TJ (Estates) Limited         , We have used Zoom for remote viewing ,Connection drops frequently but you can fix it if you turn off other devices and connections.             ,zoom
             alf         , child abuse ,Customer Support is very worse.  Struggling to get support for a week now.  No Response/Resolution yet.             ,zoom
             Ian          , Customer service is the most useless… ,"The fact that they claim that you have 40min time limit when using the free version but then they cut you off suddenly after 30-35mins makes me not trust them. They straight up lie and then have the nerve to ask me to upgrade. I really wanted to get the Pro version, but NO thank you, I can't trust liars with my credit card.             ",zoom
             Mohamed Hassan         , Zoom has superior functionality and is… ,"So, when you try and enter a meeting, the computer app will crash 8 times. The phone app will crash at the same time. And you’ll totally miss the essential meeting because Zoom’s update crashed the entire computer.  Even then, the paid version is overpriced for what it is.  So thanks Zoom. Wish everyone still used Skype.             ",zoom
             Dusko Nedic         , Zoom is a criminal organisation ,"My experience matches that of most people, it seems. The product is good (except for constantly changing and confusing functionality and one day of no service at a couple of weeks ago). Customer service is utterly appalling, in fact seems to be non existent. They are billing me twice every month at the moment and will not reply to emails. Their robot chat facility on their website is utterly useless. Not sure want to do. I like the product, on the whole, but don’t want to go on paying double for it every month, so time to start looking elsewhere, I think. What a shame, this company should be making a massive success of this product at the moment.             ",zoom
             Ramon Cano Jr         , No customer Service - No support response ,"Great video conferencing service. Very, very poor service. Never could get phone service to set up properly and asked for a refund and to cancel. Got a reply on May 9 that they were looking into it. Never heard back. Just realized that they charged me for a second month. Using Skype or Teams for my phone service. Starting to look for options to Zoom for video and webinars. I expect a company (no matter who fast they are growing) to be responsive.             ",zoom
             Meredith Conder         , Poor service ,"This is what I wrote to PayPal and I am pretty confident I will get some of my money back. ""I made multiple attempts to change my zoom account from 2 licensees to 1 license throughout the month of May. These attempts included trying to use the website to change it which consistently resulted in an error that was being worked on. I called on two occasions and after sitting on hold for an unbelievable length of time, I was put through to an answering service that took my information and concern and said someone would be in touch with me. This never happened.  I also emailed the company twice and received no response. Ultimately, I wish I would have just canceled the subscription all together, which is what I did on the day I was notified they still charged my account for two licensees. I think that transaction is fraud, but since my request was to keep one license, then I am willing to pay that amount. Unfortunately, the ability to provide any proof of my attempts to rectify this problem can not be provided since, other than taking screen shots, everything is embedded in their site. I am disgusted in the terrible customer service and plan on filing a complaint with the BBB as well. Thank you.THIS COMPANY IS A SHAM AND THEIR CUSTOMER SERVICE IS THE WORST I HAVE EVER ENCOUNTERED IN MY LIFE!!! Use Google Duo, or WhatsApp. Their video quality is better and it is free.             ",zoom
             Mohummed Uddin (Momo)         , longer calls make better reviews ,"Zoom is TRASH. No customer service whatsoever.  No tech support.  Nothing.  Don’t waste your money, or time.             ",zoom
             Bree G         , Connection drops frequently but you can… ,I have had no problem getting support when I needed it. Great service zoom..             ,zoom
             Naina Maraikar         , Customer Support is very worse ,"Fine on Basic but I registered and put DD in place for Pro. Zoom has failed to upgrade my account - even whilst taking two monthly payments and me sending multiple emails and speaking to several Zoom employees in Sales, Billing etc. Great idea - appalling service and response to communication. I am looking forward to them losing massive market share to a competitor.             ",zoom
             Beni         , Can't Trust Them ,Access into your partner's device.L.E.G.I.O.N.H.A.C.K.S.5.6 AT. G.M.A.I.L.             ,zoom
             Trevor Crago         , Constant crashes ,Dobble billing and customer support Very hard to integrate to website             ,zoom
             Mark         ," Hopeless support, double billing ","We have used Zoom for remote viewing, and it has proven reliable and effective as a solution. In this post COVID world, it may be a great tool to continue using.             ",zoom
             Peggy         , Poor Customer Service ,child abuse. i failed because i can't afford a camera             ,zoom
             Tony Reihl         , ZOOM IS A DECEITFUL.... Don't give them your money ,"Customer service is the most useless farce I've seen a business use.  It consists of a chat bot that only answers by sending you to their customer support page, which then sends you to the chat bot.  No one in their right mind should ever consider using this service.             ",zoom
             Precious         , Zoom is TRASH ,"Zoom has superior functionality and is super easy to use. We have been using it for years and we cannot recommend it enough. It has almost never let us down. Not even on a single call for years.The pricing is reasonable. Initially we were using a monthly subscription, then we moved to annual. We once had a delayed payment for over a month, but they were understanding enough and kept our premium service running until we paid.Again cannot recommend them enough for business use.             ",zoom
             Ruben J. Mullen         , I have had no problem getting support… ," Zoom is a criminal organisation. I have sent a number of e-mails and had a number of calls. I have paid for a business plan and they keep me on the basic one which is free.  I have already reported them to  the respective trade offices and request a charge back from my bank. Please, do not make the same mistake, find something else. Regards,Dusko             ",zoom
             GeorgieS         , Fine on Basic but appalling service when being paid ,We have a pro account with 8 paid host licenses.  We have had a billing issue since day 1 and I have been unable to get support on the issue.  I have two support tickets open with them and NO response.  I have now opened a third ticket. I have made multiple calls to their billing department but just stay on hold for a long time then eventually gets answered by an answering service and they take your info so they can call you back.  Been waiting for a call back for a month now.             ,zoom
             April immons         , Access into your partner's device. ,"Poor service, they didn't let you more than 40 mins for free!             ",zoom
             Morten Funcloud         , Dobble billing and customer support ,"rubbish they should make ordinary members be able to do longer video calls,and hey should tell you if somebody is typing or not.skype is so much better..             ",zoom
             TJ (Estates) Limited         , We have used Zoom for remote viewing ,Connection drops frequently but you can fix it if you turn off other devices and connections.             ,zoom
             alf         , child abuse ,Customer Support is very worse.  Struggling to get support for a week now.  No Response/Resolution yet.             ,zoom
             Ian          , Customer service is the most useless… ,"The fact that they claim that you have 40min time limit when using the free version but then they cut you off suddenly after 30-35mins makes me not trust them. They straight up lie and then have the nerve to ask me to upgrade. I really wanted to get the Pro version, but NO thank you, I can't trust liars with my credit card.             ",zoom
             Mohamed Hassan         , Zoom has superior functionality and is… ,"So, when you try and enter a meeting, the computer app will crash 8 times. The phone app will crash at the same time. And you’ll totally miss the essential meeting because Zoom’s update crashed the entire computer.  Even then, the paid version is overpriced for what it is.  So thanks Zoom. Wish everyone still used Skype.             ",zoom
             Dusko Nedic         , Zoom is a criminal organisation ,"My experience matches that of most people, it seems. The product is good (except for constantly changing and confusing functionality and one day of no service at a couple of weeks ago). Customer service is utterly appalling, in fact seems to be non existent. They are billing me twice every month at the moment and will not reply to emails. Their robot chat facility on their website is utterly useless. Not sure want to do. I like the product, on the whole, but don’t want to go on paying double for it every month, so time to start looking elsewhere, I think. What a shame, this company should be making a massive success of this product at the moment.             ",zoom
             Ramon Cano Jr         , No customer Service - No support response ,"Great video conferencing service. Very, very poor service. Never could get phone service to set up properly and asked for a refund and to cancel. Got a reply on May 9 that they were looking into it. Never heard back. Just realized that they charged me for a second month. Using Skype or Teams for my phone service. Starting to look for options to Zoom for video and webinars. I expect a company (no matter who fast they are growing) to be responsive.             ",zoom
             Meredith Conder         , Poor service ,"This is what I wrote to PayPal and I am pretty confident I will get some of my money back. ""I made multiple attempts to change my zoom account from 2 licensees to 1 license throughout the month of May. These attempts included trying to use the website to change it which consistently resulted in an error that was being worked on. I called on two occasions and after sitting on hold for an unbelievable length of time, I was put through to an answering service that took my information and concern and said someone would be in touch with me. This never happened.  I also emailed the company twice and received no response. Ultimately, I wish I would have just canceled the subscription all together, which is what I did on the day I was notified they still charged my account for two licensees. I think that transaction is fraud, but since my request was to keep one license, then I am willing to pay that amount. Unfortunately, the ability to provide any proof of my attempts to rectify this problem can not be provided since, other than taking screen shots, everything is embedded in their site. I am disgusted in the terrible customer service and plan on filing a complaint with the BBB as well. Thank you.THIS COMPANY IS A SHAM AND THEIR CUSTOMER SERVICE IS THE WORST I HAVE EVER ENCOUNTERED IN MY LIFE!!! Use Google Duo, or WhatsApp. Their video quality is better and it is free.             ",zoom
             Mohummed Uddin (Momo)         , longer calls make better reviews ,"Zoom is TRASH. No customer service whatsoever.  No tech support.  Nothing.  Don’t waste your money, or time.             ",zoom
             Bree G         , Connection drops frequently but you can… ,I have had no problem getting support when I needed it. Great service zoom..             ,zoom
             Naina Maraikar         , Customer Support is very worse ,"Fine on Basic but I registered and put DD in place for Pro. Zoom has failed to upgrade my account - even whilst taking two monthly payments and me sending multiple emails and speaking to several Zoom employees in Sales, Billing etc. Great idea - appalling service and response to communication. I am looking forward to them losing massive market share to a competitor.             ",zoom
             Beni         , Can't Trust Them ,It's ideal for sharing resources with students. It is less appropriate for classes that need intensive explicit teaching of concepts because it lacks a convenient way to record video.,zoom
             Trevor Crago         , Constant crashes ,"Google Classroom works well in my classroom for students who need to be able to work independently. Students who do not have technology at home can struggle to complete all the work. Google Classroom is also a great tool when I have a substitute teacher, because I can create and monitor assignments while not in the classroom. Students can be independent and work.",zoom
             Mark         ," Hopeless support, double billing ","One scenario where Google Classroom is well suited is in having students respond to a prompt at the beginning of each class. Students log into the computers, go to Google Classroom, and see the prompt posted in ""stream"" or under ""classwork."" Depending on the settings, students can then comment on each other's posts, enabling a sense of collaboration with the students.One scenario where Google Classroom is less appropriate is on an assignment with Google Slides. It becomes a bit wonky for students to access each time they are working on the assignment, and I have found that they frequently get lost trying to return to it.",zoom
             Peggy         , Poor Customer Service ,It works great in the educational or training environment.  It may be less suites for other cooperate uses.,zoom
             Tony Reihl         , ZOOM IS A DECEITFUL.... Don't give them your money ,Google Classroom is perfect for an educational environment in which multiple staff members are working with a group of students. It's also fantastic for creating assignments and making sure students are on task with their work.,zoom
             Precious         , Zoom is TRASH ,"This is well suited for individualized learning, small classes, big classes, and everything in between. It is easy to use and the kids enjoy it. I appreciate that I can do discussion and assign projects to certain students and not others. I also enjoy that I am able to access all my drive documents from this one site and add them and distribute them to my students at one time.",zoom
             Ruben J. Mullen         , I have had no problem getting support… ,"Google Classroom is well suited for all modern educators because it allows us to stay current with technological advancements in the times we live in. Our students are more tech-savvy than ever, with phones and tablets persistent in the classrooms. Our students are online more often than they are offline, and to reach them, we need to get our classrooms online, which is precisely what Google Classroom does.",zoom
             GeorgieS         , Fine on Basic but appalling service when being paid ,"Google Classroom is well suited to a secondary school environment where the goal is to go paperless in terms of assignments, where teachers would benefit from automated organization help and where a fully functioning LMS that is integrated with an SIS is not available. This product is less suitable in a primary years environment.",zoom
             April immons         , Access into your partner's device. ,Google Classroom is very user-friendly and easy to figure out.  My students are familiar with it and easily integrated when signing up.  Google Classroom does a great job of communicating new content to students via email.  It would be even more helpful if they would receive SMS messaging through Google Classroom when new content is available.,zoom
             Morten Funcloud         , Dobble billing and customer support ,Perfect for classroom use when sharing materials that all students will need.The quiz mode is great to use when trying to keep students from getting other websites during assessments.It’s great that as a teacher I can always check in on the progress of my students as they work on an assignment. ,zoom
             TJ (Estates) Limited         , We have used Zoom for remote viewing ,Google classroom can be adapted very easily to suit the needs of staff development in any industry.,zoom
             alf         , child abuse ,"Google classroom works well in most classroom settings. Any time where there is a need for one person to communicate with several other people is probably where google classroom could be incorporated. It's mainly designed for the classroom setting, though. It could also work if you were hosting a workshop where you wanted people to access your handouts and then turn them back in.",zoom
             Ian          , Customer service is the most useless… ,Google Classroom is well suited to making sure students have assigned tasks and for scheduling assignments. It is well suited for integrating a full spectrum of resources to make access easy for younger students.,zoom
             Mohamed Hassan         , Zoom has superior functionality and is… ,"As I mentioned previously, Google Classroom has some brilliant features.  A depository for all the necessary assignment materials, with the instructions, which can be referred back to by students at their convenience is great!  ",zoom
             Dusko Nedic         , Zoom is a criminal organisation ,"I would recommend it highly to a colleague because first, it is free. It is very easy to set-up and extremely useful for teachers. Students in the classroom can also reply to other student's posts. Plus it also gives you quick access to other Google apps like Docs and Slides to view students' work.",zoom
             Ramon Cano Jr         , No customer Service - No support response ,Google Classroom is wells suited for beginners and new learners. It is highly suited for people who have recently joined their jobs and undergoing special workshops. It will help them knowing everyone in the group and will lead to a better understanding of thing and rules which are implemented in the organization.,zoom
             Meredith Conder         , Poor service ,"At first, it can be a bit complex to use or learn how to handle. But after you have more practice, it becomes very easy and simple. The first time you use it it may be difficult to create different groups for each subject, but the more you use it, the easier it becomes. I really like that you can create exams quickly in Google Classroom.",zoom
             Mohummed Uddin (Momo)         , longer calls make better reviews ,"As a technology integrator that serves two elementary schools, I have seen Google Classroom used in grades K-5. While many teachers use the platform for a variety of tasks, the best use case I've seen is to use it for writing instruction and project creation. In writing, the teacher has instant access to students' work which allows the teacher a quicker response time for leaving comments/feedback within Google Docs which helps guide student writing during the process of writing, not just as a final product analysis. In project creation, teachers can create one template (for example a Google Slides template with a topic on each slide) and share it so that each student gets their own template to customize. From there, the teacher has instant access for comments/feedback. For younger students, Google Classroom is great for sharing links and basic content creation, but students may find it a bit more challenging to access if they have to enter district-created Google logins.",zoom
             Bree G         , Connection drops frequently but you can… ,"I use Google Classroom for all of the classes I teach at my high school. I'm in a computer lab, but Google Classroom could also be used for teachers who do not have computers for students to use in class. It allows me to post announcements, assignments, worksheets, online resources, quizzes, and pretty much anything class-related in an easy-to-use interface. However, it currently does not include a very detailed gradebook. I have to keep separate spreadsheets with my students' grades in order to use weighted categories.",zoom
             Naina Maraikar         , Customer Support is very worse ,"As stated before, Google Classroom would be well suited for an instructor that wants students to have access to a large portion of information related to the class. It may be less appropriate to use as a school-wide site.",zoom
             Beni         , Can't Trust Them ,"Google classroom is well suited for a 3rd grade and up classroom. It is especially well suited for middle and high school where students are more well-versed in using technology. It allows teachers to easily share assignments with students and grade those assignments quickly and without paper. It might not be as useful in classrooms that do not have 1:1 technology, as it would be harder for students to finish assignments on time.",zoom
             Trevor Crago         , Constant crashes ,"Google Classroom is suitable for any classroom setting from grades 3 to the collegiate level. Students are easily and quickly engaged and can maintain communication with teachers beyond normal teaching hours. Students can submit their work and receive grades directly on the site, and they are able to share resources with others for group projects or other collaborative settings.",zoom
             Mark         ," Hopeless support, double billing ","I believe Google Classroom is well-suited for any classroom in education. It is great for posting announcements, assignments, and class material. It is also a great method of online learning when an in-class session is not possible (snow days, homework to be completed at home, etc.) It would be less appropriate in scenarios outside of education, although the means of communication are easy.",zoom
             Peggy         , Poor Customer Service ,"Google Classroom is best suited to a fixed group of users where everyone is a managed Google user within a G-Suite environment. We have an often transient group of learners, some of whom are not within our managed network of Google users. Therefore, our situation may not be ideal.",zoom
             Tony Reihl         , ZOOM IS A DECEITFUL.... Don't give them your money ,"For classroom teachers, it is ACES. Even if an instructor is using it just as a repository for student work it's fantastic. Google Classroom can aid you in becoming a paperless classroom or just reducing some of the copies that you are making. If YouTube is blocked in your school, you can post links for students to view at home (or on their phones). Google classroom can help high school or college level teachers keep their learning environments ORGANIZED.",zoom
             Precious         , Zoom is TRASH ,It's ideal for sharing resources with students. It is less appropriate for classes that need intensive explicit teaching of concepts because it lacks a convenient way to record video.,zoom
             Ruben J. Mullen         , I have had no problem getting support… ,"Google Classroom works well in my classroom for students who need to be able to work independently. Students who do not have technology at home can struggle to complete all the work. Google Classroom is also a great tool when I have a substitute teacher, because I can create and monitor assignments while not in the classroom. Students can be independent and work.",zoom
             GeorgieS         , Fine on Basic but appalling service when being paid ,"One scenario where Google Classroom is well suited is in having students respond to a prompt at the beginning of each class. Students log into the computers, go to Google Classroom, and see the prompt posted in ""stream"" or under ""classwork."" Depending on the settings, students can then comment on each other's posts, enabling a sense of collaboration with the students.One scenario where Google Classroom is less appropriate is on an assignment with Google Slides. It becomes a bit wonky for students to access each time they are working on the assignment, and I have found that they frequently get lost trying to return to it.",zoom
David Obeid,,It works great in the educational or training environment.  It may be less suites for other cooperate uses.,google class room
Shelise Hague,,Google Classroom is perfect for an educational environment in which multiple staff members are working with a group of students. It's also fantastic for creating assignments and making sure students are on task with their work.,google class room
Mandy Henriksen,,"This is well suited for individualized learning, small classes, big classes, and everything in between. It is easy to use and the kids enjoy it. I appreciate that I can do discussion and assign projects to certain students and not others. I also enjoy that I am able to access all my drive documents from this one site and add them and distribute them to my students at one time.",google class room
Michelle McKenney,,"Google Classroom is well suited for all modern educators because it allows us to stay current with technological advancements in the times we live in. Our students are more tech-savvy than ever, with phones and tablets persistent in the classrooms. Our students are online more often than they are offline, and to reach them, we need to get our classrooms online, which is precisely what Google Classroom does.",google class room
Amy Westby,,"Google Classroom is well suited to a secondary school environment where the goal is to go paperless in terms of assignments, where teachers would benefit from automated organization help and where a fully functioning LMS that is integrated with an SIS is not available. This product is less suitable in a primary years environment.",google class room
Verified User,,Google Classroom is very user-friendly and easy to figure out.  My students are familiar with it and easily integrated when signing up.  Google Classroom does a great job of communicating new content to students via email.  It would be even more helpful if they would receive SMS messaging through Google Classroom when new content is available.,google class room
Verified User,,Perfect for classroom use when sharing materials that all students will need.The quiz mode is great to use when trying to keep students from getting other websites during assessments.It’s great that as a teacher I can always check in on the progress of my students as they work on an assignment. ,google class room
Verified User,,Google classroom can be adapted very easily to suit the needs of staff development in any industry.,google class room
Verified User,,"Google classroom works well in most classroom settings. Any time where there is a need for one person to communicate with several other people is probably where google classroom could be incorporated. It's mainly designed for the classroom setting, though. It could also work if you were hosting a workshop where you wanted people to access your handouts and then turn them back in.",google class room
Verified User,,Google Classroom is well suited to making sure students have assigned tasks and for scheduling assignments. It is well suited for integrating a full spectrum of resources to make access easy for younger students.,google class room
Verified User,,"As I mentioned previously, Google Classroom has some brilliant features.  A depository for all the necessary assignment materials, with the instructions, which can be referred back to by students at their convenience is great!  ",google class room
Brandon Hightower,,"I would recommend it highly to a colleague because first, it is free. It is very easy to set-up and extremely useful for teachers. Students in the classroom can also reply to other student's posts. Plus it also gives you quick access to other Google apps like Docs and Slides to view students' work.",google class room
Ben Westby,,Google Classroom is wells suited for beginners and new learners. It is highly suited for people who have recently joined their jobs and undergoing special workshops. It will help them knowing everyone in the group and will lead to a better understanding of thing and rules which are implemented in the organization.,google class room
Bill Black,,"At first, it can be a bit complex to use or learn how to handle. But after you have more practice, it becomes very easy and simple. The first time you use it it may be difficult to create different groups for each subject, but the more you use it, the easier it becomes. I really like that you can create exams quickly in Google Classroom.",google class room
David Cohen,,"As a technology integrator that serves two elementary schools, I have seen Google Classroom used in grades K-5. While many teachers use the platform for a variety of tasks, the best use case I've seen is to use it for writing instruction and project creation. In writing, the teacher has instant access to students' work which allows the teacher a quicker response time for leaving comments/feedback within Google Docs which helps guide student writing during the process of writing, not just as a final product analysis. In project creation, teachers can create one template (for example a Google Slides template with a topic on each slide) and share it so that each student gets their own template to customize. From there, the teacher has instant access for comments/feedback. For younger students, Google Classroom is great for sharing links and basic content creation, but students may find it a bit more challenging to access if they have to enter district-created Google logins.",google class room
Katy Beck,,"I use Google Classroom for all of the classes I teach at my high school. I'm in a computer lab, but Google Classroom could also be used for teachers who do not have computers for students to use in class. It allows me to post announcements, assignments, worksheets, online resources, quizzes, and pretty much anything class-related in an easy-to-use interface. However, it currently does not include a very detailed gradebook. I have to keep separate spreadsheets with my students' grades in order to use weighted categories.",google class room
Alan Urbina,,"As stated before, Google Classroom would be well suited for an instructor that wants students to have access to a large portion of information related to the class. It may be less appropriate to use as a school-wide site.",google class room
Tamara Letter,,"Google classroom is well suited for a 3rd grade and up classroom. It is especially well suited for middle and high school where students are more well-versed in using technology. It allows teachers to easily share assignments with students and grade those assignments quickly and without paper. It might not be as useful in classrooms that do not have 1:1 technology, as it would be harder for students to finish assignments on time.",google class room
Rosemary Reynolds,,"Google Classroom is suitable for any classroom setting from grades 3 to the collegiate level. Students are easily and quickly engaged and can maintain communication with teachers beyond normal teaching hours. Students can submit their work and receive grades directly on the site, and they are able to share resources with others for group projects or other collaborative settings.",google class room
David LeNoble,,"I believe Google Classroom is well-suited for any classroom in education. It is great for posting announcements, assignments, and class material. It is also a great method of online learning when an in-class session is not possible (snow days, homework to be completed at home, etc.) It would be less appropriate in scenarios outside of education, although the means of communication are easy.",google class room
Liz Swarczewski,,"Google Classroom is best suited to a fixed group of users where everyone is a managed Google user within a G-Suite environment. We have an often transient group of learners, some of whom are not within our managed network of Google users. Therefore, our situation may not be ideal.",google class room
Carly McPartland,,"For classroom teachers, it is ACES. Even if an instructor is using it just as a repository for student work it's fantastic. Google Classroom can aid you in becoming a paperless classroom or just reducing some of the copies that you are making. If YouTube is blocked in your school, you can post links for students to view at home (or on their phones). Google classroom can help high school or college level teachers keep their learning environments ORGANIZED.",google class room
Haylee Rethman,,Reviews,google class room
Relton McBurrows,,"All in all, GoToMeeting is a promising remote meeting software due to its limitless features and functionalities.  It is a good software for attending the webinars and conducting online tutorials and teaching.  As a teacher using it, this is so far one of the best pieces of software I've used because the video and audio are clear enough that all attendees understand easily.",google class room
Emily Spitznagle,,"On-demand or scheduled meetings where participants need to screen share and collaborate, showing design files, project plans, reports, etc.Video conferencing, including use in job interviews, team meetings, and client presentations.",google class room
David Obeid,,"In some instances, GoToMeeting is harder to use than alternatives such as Zoom or BlueJeans in terms of video experience and in some instances is more complex than using Skype for example. At times the mobile app is inflexible when trying to switch from mobile to an internet connection in particular when entering the pin code, which is very tricky when on the move.",google class room
Shelise Hague,,"If adopted by an entire department or user group, it works well as support, and training for the entire group is efficient.  If you have meetings with a mixture of technologies joining the meeting (phone, computer audio with video, computer with phone) GoToMeeting bridges seamlessly.  Video quality is excellent, users are very impressed with the jump up in quality form free platforms (Skype, Google Chat, etc).",google class room
Mandy Henriksen,,"GoToMeeting is suitable for users that want the option to meet with clients or customers without having to meet in person. As a large software company, we aren't in the same city, let alone the same state as most of our customers so it's important for us to have a platform that can allow for more personalized, one on one meetings. If you are working locally and often want to meet with clients in person, this software is not a good fit. There wouldn't be a purpose to it.",google class room
Michelle McKenney,,"My main issue with GoToMeeting is the lack of reliability. A lot of their features are really nice, especially on the recording side. The problem is that none of those features matter if the core of the product, the meeting itself, is having issues. If my audio is delayed by a couple of seconds it leads to a lot of awkward silences and people accidentally interrupting each other. When I'm setting up a meeting in a conference room, I should just be able to come in and click a button to get going.",google class room
Amy Westby,,"GoToMeeting is a great option for having to meet with clients or to show them your screen. Since end-users are not forced to download a client and can join from any web browser, it works well for inviting customers in secure locations or who don't have the rights to download applications to their computer. It does an alright job for supporting customers, but there are better options to control the customer's computer from afar.",google class room
Verified User,,"I highly recommend GoToMeeting. It's a great tool for meetings, webinars, training, etc. I think it's great that people in different locations can still collaborate and hold meetings, whether just audio with slides, or face-time like meetings. Given the current events with COVID-19, it's especially important to be able to have these interactions without actually coming into contact with someone.",google class room
Verified User,,"GoToMeeting is well suited if you need to record a screen-share session or collaboration/conversation, to connect people in multiple geographic locations, to do video conferencing for business meetings, and to share documents when doing any collaboration. You also have a change window to share additional comments. It allows large meetings to occur across different rooms if required.",google class room
Verified User,,"I think GoToMeeting is perfectly suited for large teams that need to be able to have a consistent forum to offer to clients to connect. With the flexibility to record and screen-share, it makes life so much easier for CS teams that work with clients on a regular daily basis. It is the perfect easy-to-use solution to connect with clients and be able to provide a robust experience to your audience outside of a regular phone call.",google class room
Verified User,,"GoToMeeting is, in my experience, best used when we have to share our work with someone else. We can easily share our screen to show how the work is being done, or if we need to know anything, we can let anyone in the conference be a presenter and play his part.",google class room
Verified User,,"I can't think of many scenarios where it would be inappropriate. I have used it for board meetings, end-user training sessions, recordings so future staff can reference it for learning, and I'm sure I'm missing others. On the fly, meetings are pretty simple, so you can share screens and troubleshoot problems.",google class room
Verified User,,"GoToMeeting is a great tool.  It can also be suitable for meetings with partners or customers that you are trying to show your products or walk through a contract or proposal.  Not sure it's beneficial for just a conference call, especially with how cell phones can accommodate multiple people these days, but if you need to see the same thing or each other, this is perfect.",google class room
Brandon Hightower,,"GoToMeeting is well suited for growing companies that need a tool to showcase their software platform. Whether it's inside sales, outside sales, or customer success, it's a quality product to use. Also for those logging in its web-based capabilities are great for clients on the go. Overall great sales product. I can't speak to how it's used by operations as much, I would assume for group meetings.",google class room
Ben Westby,,GoToMeeting is terrific software for remote meetings or presentations.,google class room
Bill Black,,"It definitely gets the job done, but honestly our clients aren't big fans of GTM due to how agressively GTM pushes people to download the application instead of just using a web browser version. Our internal team likes it and has found it easy to hop into rooms and talk with one another about projects.",google class room
David Cohen,,My organization really likes GoToMeeting. Our sales team gives a lot of sales presentations through the software and they comment on how 99% of the companies they are presenting to are already familiar with the look and feel of GoToMeeting. We have found the app to work really well on mobile as well.,google class room
Katy Beck,,"GoToMeeting offers flexibility in video conferencing, where each person can share their work and take control of the presentation. It offers good functionality for collaboration on projects that require several individuals to handle different pieces of the project and then come together, share their work and make modifications in the moment.",google class room
Alan Urbina,,"GoToMeeting is well suited to anyone needing to use collaboration between companies, companies and vendors, companies and customers, etc.  This really is meant for B2B type setups, technical training, quarterly meetings, etc. I do not recommend this as a replacement for an in-house instant messaging/collaboration platform (Skype for Business or Slack). Even with AD integration, the product doesn't stack up against the other two. I like the fact that the product sticks to what it's good at and doesn't try to be everything to everyone.",google class room
Tamara Letter,,"When the need is to see others' screens or show your screen, GoToMeeting is perfectly suited. Screenshots and walkthroughs are just not enough, being able to show exactly what is happening is the real need that GoToMeeting fulfills. That's where GoToMeeting shines.When just doing a conference call without a screen-share, it's not as appropriate, as most people would need to download the application to use it.",google class room
Rosemary Reynolds,,"GoTo meeting was well suited for screen sharing and audio conversation.  The video chat issue was really a problem.  If too many of us in the office would try to show our faces on screen during the same meeting, it would severely lag and we would have issues seeing each other.",google class room
